date,strategy,benchmark_equal_weight,strategy_daily_return,benchmark_daily_return,turnover
2025-09-23,1.0,1.1588929685013132,0.0,0.0017888533379421118,0.0
2025-09-24,1.0,1.1697361743088734,0.0,0.00935652049177832,0.0
2025-09-25,1.0,1.1731669311770192,0.0,0.002932932180346376,0.0
2025-09-26,1.0,1.1640447485251015,0.0,-0.007775690235971494,0.0
2025-09-29,1.0,1.1770889213475333,0.0,0.011205903242946194,0.0
2025-09-30,1.0,1.1842418543962399,0.0,0.006076799228148383,0.0
2025-10-09,1.0,1.2012397223009452,0.0,0.014353375403516111,0.0
2025-10-10,1.0,1.1843470183812013,0.0,-0.014062725038251622,0.0
2025-10-13,1.0,1.1793354858908498,0.0,-0.004231473050188658,0.0
2025-10-14,1.0,1.1679627408385214,0.0,-0.00964335016489197,0.0
2025-10-15,1.0,1.1832915097539045,0.0,0.013124364655997617,0.0
2025-10-16,1.0,1.184710503454542,0.0,0.0011991919902582526,0.0
2025-10-17,1.0,1.169776009802155,0.0,-0.012606027893598312,0.0
2025-10-20,1.0,1.1779972633965048,0.0,0.0070280579576429,0.0
2025-10-21,1.0,1.195046096114918,0.0,0.014472726930839064,0.0
2025-10-22,1.0,1.1843082527286832,0.0,-0.008985296400819576,0.0
2025-10-23,1.0,1.1858694314970246,0.0,0.001318219952233149,0.0
2025-10-24,1.0,1.1966457283384668,0.0,0.009087254089885977,0.0
2025-10-27,1.0,1.2110549752120552,0.0,0.012041364066535692,0.0
2025-10-28,1.0,1.202228535905497,0.0,-0.007288223480534206,0.0
2025-10-29,1.0,1.2170954506829563,0.0,0.012366130343314491,0.0
2025-10-30,1.0,1.2067368696777139,0.0,-0.00851090273932896,0.0
2025-10-31,1.0,1.1990520884206899,0.0,-0.006368232752411371,0.0
2025-11-03,1.0,1.2017984876579497,0.0,0.002290475337795417,0.0
2025-11-04,1.0,1.1903418639772272,0.0,-0.009532899066172926,0.0
2025-11-05,1.0,1.1885663713783698,0.0,-0.0014915820845995131,0.0
2025-11-06,1.0,1.2031381803703827,0.0,0.01225998761441835,0.0
2025-11-07,1.0,1.1989526561901025,0.0,-0.0034788391296764892,0.0
2025-11-10,1.0,1.2054587051461358,0.0,0.005426443590114349,0.0
2025-11-11,1.0,1.2029444390356043,0.0,-0.0020857339200405917,0.0
2025-11-12,1.0,1.2042082205047846,0.0,0.001050573433128199,0.0
2025-11-13,1.0,1.215563791371533,0.0,0.00942990645088633,0.0
2025-11-14,1.0,1.1959631742286558,0.0,-0.016124712896195617,0.0
2025-11-17,1.0,1.186927487944947,0.0,-0.007555154270980358,0.0
2025-11-18,1.0,1.171384356912013,0.0,-0.013095265878327059,0.0
2025-11-19,1.0,1.1734673560950868,0.0,0.0017782371522912926,0.0
2025-11-20,1.0,1.1733070553667406,0.0,-0.00013660433544529504,0.0
2025-11-21,1.0,1.1480167633045844,0.0,-0.021554708928475094,0.0
2025-11-24,1.0,1.151355335569136,0.0,0.002908121528592933,0.0
2025-11-25,1.0,1.164406464822412,0.0,0.01133544862310018,0.0
2025-11-26,1.0,1.1713471230576227,0.0,0.0059606833566226425,0.0
2025-11-27,1.0,1.169224125779299,0.0,-0.0018124407671585574,0.0
2025-11-28,1.0,1.1750835585832329,0.0,0.005011385477551894,0.0
2025-12-01,1.0,1.1825440488005465,0.0,0.006348901882610308,0.0
2025-12-02,1.0,1.178282795777153,0.0,-0.003603462406086097,0.0
2025-12-03,1.0,1.1747287995352307,0.0,-0.0030162506442929504,0.0
2025-12-04,1.0,1.1776310466693105,0.0,0.002470567789968417,0.0
2025-12-05,1.0,1.1856498802556834,0.0,0.006809291933201525,0.0
2025-12-08,1.0096710699247176,1.1899325906705307,0.00967106992471758,0.003612120648908465,1.0
2025-12-09,1.006170541771173,1.1818619913296173,-0.003466998567964674,-0.006782400452084156,0.0
2025-12-10,1.0109767469496953,1.1842732146090738,0.004776730165506504,0.0020401902228394803,0.0
2025-12-11,0.996931493093437,1.1761606216419012,-0.013892756582815136,-0.006850271429849453,0.0
2025-12-12,1.0021475981841745,1.1838602118374655,0.005232160009864151,0.0065463764505360456,0.0
2025-12-15,0.9995548360744645,1.178265971919163,-0.002587205831164873,-0.004725422699711837,1.0
2025-12-16,0.9840111799188557,1.1628790584725517,-0.015550578712272722,-0.013058947481568314,0.0
2025-12-17,1.0044602536073062,1.1778806565332764,0.020781342840166417,0.012900394027586415,0.0
2025-12-18,0.9934630641725476,1.1710951712365483,-0.010948356986017593,-0.005760757899445579,0.0
2025-12-19,0.9956062785035593,1.179334572318845,0.0021573165709958264,0.00703563748247453,0.0
2025-12-22,1.017084824876305,1.1909548681699735,0.02157333359229996,0.009853264818888804,0.0
2025-12-23,1.0255305484855815,1.1923995755565813,0.008303853722627097,0.0012130664437584454,0.0
2025-12-24,1.0300369720761948,1.1964499075263875,0.004394236327009415,0.0033967908516871065,0.0
2025-12-25,1.0275809225182102,1.1976862189123643,-0.002384428544379369,0.0010333164624777291,0.0
2025-12-26,1.032730420636237,1.2021680375680115,0.005011282328409972,0.0037420641440771563,0.0
2025-12-29,1.0247137715021204,1.196410701351205,-0.007762576732442683,-0.004789127673410498,0.0
2025-12-30,1.017835052603116,1.196981161046932,-0.006712819804227943,0.00047680925545288966,0.0
2025-12-31,1.0076879365844102,1.1904529740086238,-0.009969312800491958,-0.00545387617679656,0.0
2026-01-05,1.0332206961403008,1.2121863818037784,0.025337962903907107,0.01825641858155168,0.0
2026-01-06,1.0411462206146382,1.2246146242843567,0.007670698529311459,0.010252748807559359,0.0
2026-01-07,1.039200030702074,1.2215705925287492,-0.0018692762592130707,-0.0024857058663547565,0.0
2026-01-08,1.035051536899,1.215807318685925,-0.003992007005880427,-0.0047179212385047575,0.0
2026-01-09,1.0437100699223738,1.2244796272115495,0.008365315846314836,0.007132962922938815,0.0
2026-01-12,1.064650858887153,1.237287803377748,0.02006379891145107,0.010460097401020746,1.0
2026-01-13,1.0473771876282347,1.233714985695984,-0.016224728618519924,-0.0028876205455272835,0.0
2026-01-14,1.0552436234307094,1.237009734578537,0.007510604484606054,0.00267059160401964,0.0
2026-01-15,1.056758427061216,1.2333705190695607,0.0014355013353045676,-0.002941945731911297,0.0
2026-01-16,1.0569617076722237,1.231630941827625,0.0001923624224819953,-0.0014104255088309842,0.0
2026-01-19,1.055915944665523,1.2315459569365084,-0.0009894048186511184,-6.9001913016703e-05,0.0
2026-01-20,1.045646533380211,1.2285704952514966,-0.009725595429440292,-0.002416037881698918,0.0
2026-01-21,1.0553140204632385,1.2361867299896232,0.009245463714947721,0.00619926554281075,0.0
2026-01-22,1.0630973517466111,1.2413800714553176,0.00737536992065746,0.004201097892175085,0.0
2026-01-23,1.0823159855581632,1.2502330476139256,0.018077962267497805,0.0071315597552886745,0.0
2026-01-26,1.0874778868639352,1.2500076618433293,0.004769310787838011,-0.00018027500634883176,1.0
2026-01-27,1.0914676519436253,1.2529172674236808,0.0036688241001348043,0.0023276701968857616,0.0
2026-01-28,1.1132959403862421,1.2651543465256327,0.019999024619507755,0.00976686922602199,0.0
2026-01-29,1.1376843540872783,1.2716155798920885,0.021906496571410305,0.005107071231426924,0.0
2026-01-30,1.0849177884189773,1.252589347810773,-0.046380672704806114,-0.01496225147141568,0.0
2026-02-02,1.0162985611266178,1.2069721541008014,-0.06324831984952209,-0.03641831522014739,1.0
2026-02-03,1.052191664455302,1.2287625480128437,0.03531747923454209,0.01805376688932503,0.0
2026-02-04,1.0721142185696575,1.2376742449068656,0.018934339424432678,0.007252578546143099,0.0
2026-02-05,1.0455523064082617,1.2236002837142839,-0.024775263401349945,-0.011371296809719753,0.0
2026-02-06,1.0358524758098921,1.2157164811940202,-0.00927723131489322,-0.006443119231986594,0.0
2026-02-09,1.068711787717166,1.2374777282299874,0.03172199968106704,0.017899935858888993,0.0
2026-02-10,1.0646102025478716,1.236708177127947,-0.0038378777294629796,-0.0006218706684452402,0.0
2026-02-11,1.0629414420277439,1.2385332639561029,-0.0015674849969819493,0.0014757619153084461,0.0
2026-02-12,1.0685336456685592,1.2397436208819348,0.005261064645430857,0.0009772502370794661,0.0
2026-02-13,1.052614588548725,1.2281816553499534,-0.014898040117280464,-0.00932609399010774,0.0
2026-02-24,1.0764702126953556,1.2357459835343845,0.022663208743402687,0.006158965289443041,1.0
2026-02-25,1.0853652212996112,1.24127040215798,0.008263125629815127,0.004470513112893024,0.0
2026-02-26,1.0848537937837135,1.2369010007220849,-0.0004712031543497308,-0.003520104425513426,0.0
2026-02-27,1.0925732261557912,1.2386386025792966,0.007115643062973853,0.0014048026933420332,0.0
2026-03-02,1.1165070365425755,1.2429179150034355,0.021905909657877365,0.0034548514919749,0.0
2026-03-03,1.0858963531589676,1.2260834223403545,-0.027416471532860476,-0.013544331817789038,0.0
2026-03-04,1.0686818831454188,1.209587092720287,-0.015852774496820432,-0.01345449201864185,0.0
2026-03-05,1.071372573437192,1.2171286296489694,0.0025177654213186518,0.006234802747210166,0.0
2026-03-06,1.0701260911662658,1.2220790481564356,-0.0011634442600366723,0.004067292796238048,0.0
2026-03-09,1.0657499962216244,1.2146139665234958,-0.004089326464204068,-0.006108509628899431,0.0
2026-03-10,1.078036216181923,1.2282288634607106,0.011528238333433416,0.011209237924526508,0.0
2026-03-11,1.0780955606036526,1.2340392508291946,5.504863458083431e-05,0.004730704139383549,0.0
2026-03-12,1.073653629019014,1.2322652173683546,-0.004120164989967701,-0.001437582686002914,0.0
2026-03-13,1.0596521394320542,1.2243993168225988,-0.013040974489838708,-0.006383285379550352,0.0
2026-03-16,1.049568394251883,1.2275429413988934,-0.009516090049679737,0.0025674831185404506,0.0
2026-03-17,1.036738801283183,1.2167895179109824,-0.012223684553539393,-0.008760120013118627,0.0
2026-03-18,1.0402333885241957,1.2224883978992431,0.003370749929188843,0.004683538035440055,0.0
2026-03-19,1.0032385666596164,1.2033112631963956,-0.0355639631189541,-0.015686966629541776,0.0
2026-03-20,0.9834477325517368,1.1924443398856652,-0.01972694707478717,-0.009030849825060264,0.0
2026-03-23,0.925958172354619,1.1483564766335836,-0.05845715872255922,-0.0369726802144148,1.0
2026-03-24,0.949506573340432,1.166756019822749,0.025431387387544357,0.01602250134305304,0.0
2026-03-25,0.9650791443203297,1.1844352556459825,0.016400698443942652,0.015152470201884677,0.0
2026-03-26,0.9572978466687355,1.1713490764157102,-0.008062859608342465,-0.011048454668917518,0.0
2026-03-27,0.9593800111775072,1.1758216850087222,0.0021750435520326294,0.003818339624852063,0.0
2026-03-30,0.9590866133510243,1.1736018458995139,-0.0003058202412646642,-0.0018879045500780345,1.0
2026-03-31,0.9400619734220061,1.162029124491141,-0.019836206307318305,-0.009860858219341878,0.0
2026-04-01,0.946001948270216,1.1834479780691078,0.006318705591916718,0.018432286357148178,0.0
2026-04-02,0.9385312245863503,1.1666339433010842,-0.00789715464912738,-0.014207666986306475,0.0
2026-04-03,0.9290705371257852,1.1632664068736702,-0.010080311888115145,-0.002886540758350667,0.0
2026-04-07,0.9304860198480089,1.1651922489493363,0.0015235470996665342,0.0016555468844337978,1.0
2026-04-08,0.9433953712994981,1.2063257981278364,0.013873772604985346,0.035301941989049845,0.0
2026-04-09,0.9316410335895302,1.194857508430159,-0.012459609266236626,-0.009506793036736558,0.0
2026-04-10,0.9355201174901482,1.2057964042731915,0.0041637108722790694,0.009154979372732436,0.0
2026-04-13,0.9397174472353453,1.205013882609925,0.004486626921992665,-0.0006489666584617998,1.0
2026-04-14,0.9508271402389928,1.2173151868294474,0.011822376009227198,0.010208433609809525,0.0
2026-04-15,0.948111898069673,1.2208807630982788,-0.002855663300310618,0.0029290493599427037,0.0
2026-04-16,0.9639544357914083,1.2393022616702962,0.01670956535192747,0.015088695906116417,0.0
2026-04-17,0.9662092988178907,1.2368750395485864,0.0023391800927097806,-0.0019585392496891812,0.0
2026-04-20,0.9694875170824914,1.2404845013505186,0.003392865571270521,0.0029182105600980834,1.0
2026-04-21,0.9692831728536558,1.2422182672898718,-0.00021077551307779885,0.0013976522378680994,0.0
2026-04-22,0.9866345029987842,1.2472979418723606,0.017901198154554265,0.004089196493278907,0.0
2026-04-23,0.9780286691102172,1.2411019985157326,-0.008722413277064911,-0.00496749264841026,0.0
2026-04-24,0.9679090388609678,1.2364813968595452,-0.010346966882326558,-0.0037229830116406737,0.0
2026-04-27,0.9676277065945624,1.2411198665356062,-0.0002906598193735954,0.0037513461082729765,0.0
2026-04-28,0.9555111205361838,1.2354940790800737,-0.012521950307749441,-0.004532831684691374,0.0
2026-04-29,0.9763182165943918,1.245134366405534,0.021775880584761875,0.007802779057135001,0.0
2026-04-30,0.9761211696305463,1.2450370081440572,-0.0002018265771305816,-7.819096806242765e-05,0.0
2026-05-06,0.9881735274324622,1.2634372951451736,0.0123471943616156,0.014778907679656339,1.0
2026-05-07,0.9856691154045585,1.2753137574684537,-0.0025343848609371555,0.009400120107991128,0.0
2026-05-08,0.9790134334423611,1.2725147205116836,-0.006752450551791467,-0.002194783001734646,0.0
2026-05-11,1.004347469277958,1.284834351836942,0.025877107473917273,0.009681327160054265,1.0
2026-05-12,1.0006394627199944,1.2803039074029325,-0.003691955893142529,-0.003526092237129505,0.0
2026-05-13,1.022652953149525,1.2896271178027026,0.02199942261890453,0.0072820291696851225,0.0
2026-05-14,0.9982119969389703,1.2792261792725026,-0.023899560584343227,-0.008065074304517736,0.0
2026-05-15,0.990242421795444,1.2661833716490083,-0.007983850292287709,-0.010195857335339856,0.0
2026-05-18,0.9854731335294724,1.257317648588998,-0.004816283529162635,-0.007001926623364144,0.0
2026-05-19,0.9894579512932757,1.2588701874029937,0.004043557990801583,0.0012348023713321943,0.0
2026-05-20,0.9932774323124816,1.2584941401281489,0.003860175173905578,-0.000298718071654977,0.0
2026-05-21,0.9685059759659316,1.2479527229576421,-0.02493911120972392,-0.008376214742988955,0.0
2026-05-22,0.9899244374140369,1.2617687279024017,0.02211495022190635,0.011070936174581672,0.0
2026-05-25,1.0197754298757722,1.2783108918761408,0.030154819230156973,0.01311029795550521,1.0
2026-05-26,1.0119166296549933,1.2788662110860898,-0.007706402792756362,0.00043441639547794897,0.0
2026-05-27,1.0208406786325437,1.272777264500199,0.008818956736181827,-0.00476120686676039,0.0
2026-05-28,1.0290933483977789,1.271986018388322,0.008084189764351768,-0.0006216689549271986,0.0
2026-05-29,1.0322358266988727,1.2759062902212872,0.0030536377540350546,0.0030820085883745546,0.0
2026-06-01,1.0417923177482573,1.2818870578698942,0.009258050149205388,0.004687466230431314,0.0
2026-06-02,1.051007288986313,1.2949259580850452,0.008845305423227534,0.010171645103288218,0.0
2026-06-03,1.0506909406684555,1.2925378013509303,-0.0003009953605198623,-0.0018442419191645604,0.0
2026-06-04,1.031505436808959,1.2830621583847064,-0.018259892720965842,-0.007331037402790119,0.0
2026-06-05,1.0079742190317544,1.2674814843344544,-0.022812500000000013,-0.012143350926869453,0.0
2026-06-08,0.9681659337136311,1.2357906762845718,-0.03949335664196113,-0.02500297514525282,0.0
2026-06-09,1.0062002640603103,1.2566438509004667,0.039284929393032075,0.01687435826801227,0.0
2026-06-10,0.9802459072078289,1.236261471545871,-0.025794424608624078,-0.01621969449815891,0.0
2026-06-11,0.9722068225154358,1.225093285610962,-0.008201089780922433,-0.00903383806092728,0.0
2026-06-12,0.9815405037740205,1.2386071179301035,0.009600509935154822,0.011030859835626433,0.0
