code,name,source_status,status,start_date,end_date,row_count,expected_trading_days,effective_expected_trading_days,valid_close_count,missing_ratio,extreme_return_count,duplicate_dates,warnings
510300,沪深300ETF,futu_cache_hit,ok,2025-06-16,2026-06-12,242,261,261,242,0.07279693486590033,0,0,
510500,中证500ETF,futu_cache_hit,ok,2025-06-16,2026-06-12,242,261,261,242,0.07279693486590033,0,0,
159915,创业板ETF,futu_cache_hit,ok,2025-06-16,2026-06-12,242,261,261,242,0.07279693486590033,0,0,
510880,红利ETF,futu_cache_hit,ok,2025-06-16,2026-06-12,242,261,261,242,0.07279693486590033,0,0,
518880,黄金ETF,futu_cache_hit,ok,2025-06-16,2026-06-12,242,261,261,242,0.07279693486590033,0,0,
513100,纳指ETF,futu_cache_hit,ok,2025-06-16,2026-06-12,242,261,261,242,0.07279693486590033,0,0,
513180,恒生科技ETF,futu_cache_hit,ok,2025-06-16,2026-06-12,242,261,261,242,0.07279693486590033,0,0,
511010,国债ETF,futu_cache_hit,ok,2025-06-16,2026-06-12,242,261,261,242,0.07279693486590033,0,0,
